,house,apartment,townhouse,shop,department store,factory,warehouse,sedan,SUV,sports car,marine cargo,turboprop aircraft,light sport aircraft,property_value,claim_amount,pml,deductible,payment,water damage,theft,nat cat,fire,other,collision
37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14749240667679714,-0.0640067168629678,-0.2061670885430853,-0.15371313936185255,-0.04182013146350347,0.0,0.0,0.0,1.0,0.0,0.0
38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1603102192156818,-0.07160753813673468,-0.21336339536641508,0.009750527983393221,-0.05188064935805363,0.0,0.0,0.0,0.0,1.0,0.0
39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21300567076442994,-0.06118810916468819,-0.24934492948306383,-0.17414609778000828,-0.038485420167791884,0.0,0.0,0.0,1.0,0.0,0.0
40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11758417741939955,-0.07151334302085387,-0.18457816807309604,-0.15371313936185255,-0.050164964560984626,1.0,0.0,0.0,0.0,0.0,0.0
41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10690266697032898,-0.067654966158813,-0.1773818612497663,-0.15371313936185255,-0.1262712922844892,0.0,0.0,1.0,0.0,0.0,0.0
42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13609879553112186,-0.07318349488320207,-0.19897078171975555,-0.17414609778000828,-0.1262712922844892,0.0,0.0,1.0,0.0,0.0,0.0
43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06417662517404671,-0.06373137729347005,-0.14859663395644726,-0.11284722252554111,-0.04191678976192989,0.0,0.0,0.0,1.0,0.0,0.0
44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10405426418391016,-0.06070264202899479,-0.1773818612497663,-0.15371313936185255,-0.03814711612329941,0.0,0.0,1.0,0.0,0.0,0.0
45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09764535791446782,-0.06093812981869681,-0.17258432336754645,0.009750527983393221,-0.1262712922844892,1.0,0.0,0.0,0.0,0.0,0.0
46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059191920297813776,-0.06166633052223692,-0.14619786501533735,-0.11284722252554111,-0.03962115517430235,0.0,0.0,0.0,1.0,0.0,0.0
47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24647440350485106,-0.06882515932917845,-0.27333261889416305,-0.11284722252554111,-0.04757935507807782,0.0,0.0,1.0,0.0,0.0,0.0
48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12185678159902777,-0.0631009945948831,-0.1893757059553159,-0.17414609778000828,-0.11821643408228731,0.0,1.0,0.0,0.0,0.0,0.0
49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3176844731653215,-0.0720205474909813,-0.32130799771636137,-0.15371313936185255,-0.050728804635138756,1.0,0.0,0.0,0.0,0.0,0.0
50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041850417000049295,-0.06511169803003114,-0.10302002407535882,-0.17414609778000828,-0.04284712588428421,0.0,0.0,0.0,0.0,1.0,0.0
51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07200973283669845,-0.061083045381590366,-0.155792940779777,-0.17414609778000828,-0.038368624723859955,1.0,0.0,0.0,0.0,0.0,0.0
52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11758417741939955,-0.07340811400568707,-0.18457816807309604,-0.17414609778000828,-0.052069938525805375,0.0,0.0,0.0,1.0,0.0,0.0
53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28350363972829573,-0.073364639336819,-0.2973203083052622,-0.17414609778000828,-0.052021609376592164,0.0,0.0,0.0,1.0,0.0,0.0
54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23721709444898992,-0.07477394318595881,-0.26613631207083327,0.009750527983393221,-0.1262712922844892,0.0,0.0,1.0,0.0,0.0,0.0
55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08197914258916432,-0.06424582754174217,-0.16059047866199685,-0.17414609778000828,-0.04188457032912108,0.0,0.0,1.0,0.0,0.0,0.0
56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18167324011382296,-0.06816579351801279,-0.22775600901307458,0.009750527983393221,-0.04805459171200773,0.0,0.0,0.0,1.0,0.0,0.0
57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005784368052460934,-0.070723553203084,-0.11021633089868857,0.009750527983393221,-0.050897956657385,0.0,0.0,0.0,1.0,0.0,0.0
58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025011086860787957,-0.06787958528129802,-0.12221017560423816,-0.17414609778000828,-0.04592408171752533,0.0,0.0,0.0,1.0,0.0,0.0
59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024298986164183252,-0.07203503904727065,-0.12221017560423816,-0.11284722252554111,-0.05114765726165326,0.0,0.0,0.0,1.0,0.0,0.0
60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18309744150703236,-0.07071993031401166,-0.2301547779541845,-0.11284722252554111,-0.049685700497953615,0.0,0.0,0.0,1.0,0.0,0.0
61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2386412958421993,-0.07157855502415596,-0.26613631207083327,-0.11284722252554111,-0.05064020119491454,1.0,0.0,0.0,0.0,0.0,0.0
62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04263847931665898,-0.062202518104943066,-0.07663356572314972,-0.17414609778000828,-0.03961310031610015,0.0,0.0,0.0,1.0,0.0,0.0
63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016290753542284906,-0.07142639368311773,-0.09582371725202907,-0.11284722252554111,-0.0504710491726683,0.0,0.0,0.0,1.0,0.0,0.0
64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23009608748294286,-0.06771293238397043,-0.26133877418861345,0.009750527983393221,-0.047551163074370115,0.0,0.0,0.0,1.0,0.0,0.0
65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013366389135861113,-0.06922730001620805,-0.10541879301646874,0.009750527983393221,-0.04923462843863031,0.0,0.0,1.0,0.0,0.0,0.0
66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17170383036135708,-0.06705356657280476,-0.22295847113085474,-0.17414609778000828,-0.045005827882474314,1.0,0.0,0.0,0.0,0.0,0.0
67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06987343074688435,-0.065452249602831,-0.1533941718386671,0.009750527983393221,-0.045038047315283124,0.0,0.0,0.0,0.0,1.0,0.0
68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049934611241952614,-0.06017732311350566,-0.1390015581920076,-0.15371313936185255,-0.03756313890363977,0.0,0.0,0.0,1.0,0.0,0.0
69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2016120596187547,-0.07392981003210386,-0.24214862265973408,-0.15371313936185255,-0.05285125977141896,0.0,0.0,1.0,0.0,0.0,0.0
70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03782889939967264,-0.07087209165504989,-0.13180525136867785,-0.15371313936185255,-0.04945210961008976,1.0,0.0,0.0,0.0,0.0,0.0
71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.289912545997738,-0.060840311813743664,-0.30211784618748205,-0.17414609778000828,-0.038098786974086196,1.0,0.0,0.0,0.0,0.0,0.0
72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024298986164183252,-0.06234743366783662,-0.12221017560423816,-0.17414609778000828,-0.11821643408228731,0.0,1.0,0.0,0.0,0.0,0.0
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28706414321131923,-0.06653187054638797,-0.29971907724637215,-0.15371313936185255,-0.044627249546970824,1.0,0.0,0.0,0.0,0.0,0.0
74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18096113941721825,-0.06498851980157162,-0.22775600901307458,-0.11284722252554111,-0.043314307660011916,1.0,0.0,0.0,0.0,0.0,0.0
75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.220126677730477,-0.06879617621659974,-0.2541424673652837,-0.15371313936185255,-0.04714439273515892,1.0,0.0,0.0,0.0,0.0,0.0
76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13325039274470304,-0.07603470858313273,-0.19657201277864564,-0.11284722252554111,-0.055593938989268704,1.0,0.0,0.0,0.0,0.0,0.0
77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3483048031193238,-0.07109671077753489,-0.34049814924524074,-0.11284722252554111,-0.05010455312446811,0.0,0.0,0.0,1.0,0.0,0.0
78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09052435094842078,-0.06319881259983624,-0.1677867854853266,-0.15371313936185255,-0.04092201477395795,0.0,0.0,0.0,1.0,0.0,0.0
79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041850417000049295,-0.06307925726044906,-0.10302002407535882,0.009750527983393221,-0.042400081254062,0.0,0.0,0.0,0.0,1.0,0.0
80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.232232389572757,-0.0649486680217759,-0.26373754312972336,-0.17414609778000828,-0.04266589157473467,0.0,0.0,1.0,0.0,0.0,0.0
81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17526433384438062,-0.07110033366660723,-0.22535724007196464,0.009750527983393221,-0.11821643408228731,0.0,1.0,0.0,0.0,0.0,0.0
82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21086936867461584,-0.07509638031339697,-0.24934492948306383,-0.15371313936185255,-0.05414809194197346,1.0,0.0,0.0,0.0,0.0,0.0
83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2699737264928063,-0.06976348759891421,-0.28772523254082255,-0.17414609778000828,-0.04801834485009782,0.0,0.0,0.0,1.0,0.0,0.0
84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10263006279070075,-0.071161922780837,-0.17498309230865636,-0.15371313936185255,-0.1262712922844892,1.0,0.0,0.0,0.0,0.0,0.0
85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1410835004073548,-0.07562532211795843,-0.20136955066086548,0.009750527983393221,-0.1262712922844892,0.0,0.0,1.0,0.0,0.0,0.0
86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10743964270768709,-0.0658543902898606,-0.03345572478317119,-0.11284722252554111,-0.11821643408228731,0.0,1.0,0.0,0.0,0.0,0.0
87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.062040323084232595,-0.05757971164863872,-0.14859663395644726,-0.15371313936185255,-0.11821643408228731,0.0,1.0,0.0,0.0,0.0,0.0
88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010056972232089161,-0.07137205034703265,-0.11261509983979849,-0.15371313936185255,-0.05000789482604169,0.0,0.0,0.0,1.0,0.0,0.0
89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17384013245117122,-0.06631812009111998,-0.22295847113085474,0.009750527983393221,-0.04600060287044625,0.0,0.0,0.0,1.0,0.0,0.0
90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15318921224963478,-0.0727849770852448,-0.20856585748419523,-0.17414609778000828,-0.05137722072041601,0.0,0.0,1.0,0.0,0.0,0.0
91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07539511136047539,-0.0650790920283801,-0.05504464525316045,0.009750527983393221,-0.044623222117869725,0.0,0.0,1.0,0.0,0.0,0.0
92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23721709444898992,-0.05972083909039096,-0.26613631207083327,-0.11284722252554111,-0.037458425747011144,0.0,0.0,0.0,0.0,1.0,0.0
93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19021844847307942,-0.06333648238458511,-0.23495231583640433,-0.15371313936185255,-0.1262712922844892,1.0,0.0,0.0,0.0,0.0,0.0
94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32409337943476385,-0.06039107356877365,-0.32370676665747133,-0.15371313936185255,-0.037800757220604726,0.0,0.0,0.0,1.0,0.0,0.0
95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07485813562311727,-0.06608625519049029,-0.155792940779777,-0.15371313936185255,-0.11821643408228731,0.0,1.0,0.0,0.0,0.0,0.0
96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09906955930767723,-0.06171705096924966,-0.17258432336754645,-0.11284722252554111,-0.039677539181717764,0.0,0.0,1.0,0.0,0.0,0.0
97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2486107055946652,-0.062050356763904836,-0.27333261889416305,0.009750527983393221,-0.04125629138934933,0.0,0.0,1.0,0.0,0.0,0.0
98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009344871535484457,-0.06694125701156226,-0.11261509983979849,0.009750527983393221,-0.04669332067583561,0.0,0.0,0.0,1.0,0.0,0.0
99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19876365683233588,-0.0740457424824187,-0.23974985371862417,-0.15371313936185255,-0.052980137502654186,0.0,0.0,0.0,1.0,0.0,0.0
100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09960653504503533,-0.07304582509845318,-0.03825326266539102,-0.11284722252554111,-0.05227130998086042,1.0,0.0,0.0,0.0,0.0,0.0
101,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1111752711499572,-0.061655461855019904,-0.18217939913198614,-0.11284722252554111,-0.039609072886999046,0.0,0.0,0.0,0.0,1.0,0.0
102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03569259730985853,-0.0759477592453966,-0.12940648242756791,-0.11284722252554111,-0.05549728069084228,0.0,0.0,0.0,1.0,0.0,0.0
103,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04494990636571968,-0.06213730610164096,-0.13660278925089767,0.009750527983393221,-0.04135294968777576,1.0,0.0,0.0,0.0,0.0,0.0
104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13823509762093597,-0.07033590407234375,-0.19897078171975555,-0.17414609778000828,-0.04865467864807177,0.0,0.0,0.0,1.0,0.0,0.0
105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14321980249716892,-0.055000214629133466,-0.2037683196019754,-0.17414609778000828,-0.03160657126311147,0.0,0.0,0.0,0.0,1.0,0.0
106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3027303585366227,-0.07533549099217134,-0.3093141530108118,0.009750527983393221,-0.056024873903086504,0.0,0.0,0.0,1.0,0.0,0.0
107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04210150357930086,-0.06832882352626803,-0.13420402030978776,-0.17414609778000828,-0.1262712922844892,1.0,0.0,0.0,0.0,0.0,0.0
