,property_value,pml,deductible,claim_amount,Cluster,curve,ded%
131,364000.0,73000.0,500.0,227030.0,1,Y2,0.00684931506849315
132,338000.0,68000.0,5000.0,237390.0,1,Y2,0.07352941176470588
133,549000.0,110000.0,500.0,183020.0,1,Y2,0.004545454545454545
134,390000.0,78000.0,5000.0,166850.0,1,Y2,0.0641025641025641
135,422000.0,84000.0,2000.0,197450.0,1,Y2,0.023809523809523808
136,454000.0,91000.0,500.0,222390.0,1,Y2,0.005494505494505495
137,549000.0,110000.0,5000.0,196750.0,1,Y2,0.045454545454545456
138,640000.0,128000.0,5000.0,203680.0,1,Y2,0.0390625
139,438000.0,88000.0,2000.0,224520.0,1,Y2,0.022727272727272728
140,204000.0,41000.0,500.0,188800.0,1,Y2,0.012195121951219513
141,412000.0,82000.0,5000.0,180900.0,1,Y2,0.06097560975609756
142,713000.0,143000.0,2000.0,203550.0,1,Y2,0.013986013986013986
143,340000.0,68000.0,5000.0,208030.0,1,Y2,0.07352941176470588
144,530000.0,106000.0,5000.0,223720.0,1,Y2,0.04716981132075472
145,422000.0,84000.0,5000.0,205760.0,1,Y2,0.05952380952380952
146,316000.0,63000.0,2000.0,196790.0,1,Y2,0.031746031746031744
147,309000.0,62000.0,500.0,194090.0,1,Y2,0.008064516129032258
148,400000.0,80000.0,500.0,191220.0,1,Y2,0.00625
149,439000.0,88000.0,2000.0,197080.0,1,Y2,0.022727272727272728
150,516000.0,103000.0,5000.0,194470.0,1,Y2,0.04854368932038835
151,504000.0,101000.0,500.0,187320.0,1,Y2,0.0049504950495049506
152,403000.0,81000.0,1000.0,206930.0,1,Y2,0.012345679012345678
153,723000.0,145000.0,1000.0,217440.0,1,Y2,0.006896551724137931
154,128000.0,26000.0,1000.0,194990.0,1,Y2,0.038461538461538464
155,552000.0,110000.0,1000.0,182750.0,1,Y2,0.00909090909090909
156,376000.0,75000.0,5000.0,213090.0,1,Y2,0.06666666666666667
157,276000.0,55000.0,5000.0,179900.0,1,Y2,0.09090909090909091
158,642000.0,128000.0,2000.0,200780.0,1,Y2,0.015625
159,393000.0,79000.0,500.0,216810.0,1,Y2,0.006329113924050633
160,473000.0,95000.0,500.0,192390.0,1,Y2,0.005263157894736842
161,712000.0,142000.0,5000.0,199310.0,1,Y2,0.035211267605633804
162,458000.0,92000.0,2000.0,188840.0,1,Y2,0.021739130434782608
163,222000.0,44000.0,2000.0,222140.0,1,Y2,0.045454545454545456
164,414000.0,83000.0,500.0,173460.0,1,Y2,0.006024096385542169
165,299000.0,60000.0,1000.0,216900.0,1,Y2,0.016666666666666666
166,618000.0,124000.0,5000.0,193140.0,1,Y2,0.04032258064516129
167,224000.0,45000.0,500.0,216690.0,1,Y2,0.011111111111111112
168,494000.0,99000.0,2000.0,202450.0,1,Y2,0.020202020202020204
169,454000.0,91000.0,2000.0,207190.0,1,Y2,0.02197802197802198
170,422000.0,84000.0,5000.0,211060.0,1,Y2,0.05952380952380952
171,299000.0,60000.0,500.0,209360.0,1,Y2,0.008333333333333333
172,645000.0,129000.0,500.0,195720.0,1,Y2,0.003875968992248062
173,465000.0,93000.0,500.0,207550.0,1,Y2,0.005376344086021506
174,185000.0,37000.0,2000.0,209270.0,1,Y2,0.05405405405405406
175,655000.0,131000.0,1000.0,233490.0,1,Y2,0.007633587786259542
176,222000.0,44000.0,5000.0,192040.0,1,Y2,0.11363636363636363
177,406000.0,81000.0,5000.0,199990.0,1,Y2,0.06172839506172839
178,436000.0,87000.0,1000.0,197120.0,1,Y2,0.011494252873563218
179,210000.0,42000.0,1000.0,210920.0,1,Y2,0.023809523809523808
180,592000.0,118000.0,1000.0,197730.0,1,Y2,0.00847457627118644
181,405000.0,81000.0,2000.0,183570.0,1,Y2,0.024691358024691357
182,245000.0,49000.0,2000.0,220200.0,1,Y2,0.04081632653061224
183,208000.0,42000.0,1000.0,197460.0,1,Y2,0.023809523809523808
184,273000.0,55000.0,5000.0,216700.0,1,Y2,0.09090909090909091
185,499000.0,100000.0,2000.0,198430.0,1,Y2,0.02
186,474000.0,95000.0,1000.0,213570.0,1,Y2,0.010526315789473684
187,912000.0,182000.0,2000.0,215070.0,1,Y2,0.01098901098901099
188,623000.0,125000.0,1000.0,194390.0,1,Y2,0.008
189,284000.0,57000.0,1000.0,197490.0,1,Y2,0.017543859649122806
190,417000.0,83000.0,2000.0,181890.0,1,Y2,0.024096385542168676
191,295000.0,59000.0,2000.0,201820.0,1,Y2,0.03389830508474576
192,531000.0,106000.0,500.0,179530.0,1,Y2,0.0047169811320754715
193,437000.0,87000.0,1000.0,188060.0,1,Y2,0.011494252873563218
194,624000.0,125000.0,1000.0,224250.0,1,Y2,0.008
195,452000.0,90000.0,1000.0,200790.0,1,Y2,0.011111111111111112
196,401000.0,80000.0,500.0,190270.0,1,Y2,0.00625
197,518000.0,104000.0,1000.0,184080.0,1,Y2,0.009615384615384616
198,397000.0,79000.0,1000.0,230290.0,1,Y2,0.012658227848101266
199,478000.0,96000.0,5000.0,228190.0,1,Y2,0.052083333333333336
200,445000.0,89000.0,1000.0,220660.0,1,Y2,0.011235955056179775
201,653000.0,131000.0,2000.0,203650.0,1,Y2,0.015267175572519083
202,470000.0,94000.0,2000.0,174900.0,1,Y2,0.02127659574468085
203,434000.0,87000.0,1000.0,221490.0,1,Y2,0.011494252873563218
204,524000.0,105000.0,1000.0,202890.0,1,Y2,0.009523809523809525
205,27000.0,5000.0,500.0,212000.0,1,Y2,0.1
206,571000.0,114000.0,5000.0,188180.0,1,Y2,0.043859649122807015
207,529000.0,106000.0,1000.0,197980.0,1,Y2,0.009433962264150943
208,440000.0,88000.0,1000.0,233620.0,1,Y2,0.011363636363636364
209,312000.0,62000.0,5000.0,203480.0,1,Y2,0.08064516129032258
210,329000.0,66000.0,1000.0,196590.0,1,Y2,0.015151515151515152
211,474000.0,95000.0,1000.0,206530.0,1,Y2,0.010526315789473684
212,264000.0,53000.0,500.0,217790.0,1,Y2,0.009433962264150943
213,481000.0,96000.0,500.0,222020.0,1,Y2,0.005208333333333333
214,481000.0,96000.0,500.0,190150.0,1,Y2,0.005208333333333333
215,572000.0,114000.0,5000.0,186560.0,1,Y2,0.043859649122807015
216,496000.0,99000.0,1000.0,206670.0,1,Y2,0.010101010101010102
217,590000.0,118000.0,500.0,216550.0,1,Y2,0.00423728813559322
218,542000.0,108000.0,1000.0,184570.0,1,Y2,0.009259259259259259
219,832000.0,166000.0,2000.0,196620.0,1,Y2,0.012048192771084338
220,217000.0,43000.0,5000.0,204300.0,1,Y2,0.11627906976744186
221,608000.0,122000.0,500.0,199210.0,1,Y2,0.004098360655737705
222,506000.0,101000.0,2000.0,199250.0,1,Y2,0.019801980198019802
223,504000.0,101000.0,1000.0,186880.0,1,Y2,0.009900990099009901
224,593000.0,119000.0,500.0,206560.0,1,Y2,0.004201680672268907
225,295000.0,59000.0,1000.0,191530.0,1,Y2,0.01694915254237288
226,766000.0,153000.0,500.0,216390.0,1,Y2,0.0032679738562091504
227,486000.0,97000.0,2000.0,215300.0,1,Y2,0.020618556701030927
228,443000.0,89000.0,5000.0,217070.0,1,Y2,0.056179775280898875
229,446000.0,89000.0,2000.0,220180.0,1,Y2,0.02247191011235955
230,467000.0,93000.0,2000.0,190820.0,1,Y2,0.021505376344086023
231,338000.0,68000.0,2000.0,207260.0,1,Y2,0.029411764705882353
232,303000.0,61000.0,2000.0,215750.0,1,Y2,0.03278688524590164
233,497000.0,99000.0,1000.0,198760.0,1,Y2,0.010101010101010102
234,665000.0,133000.0,1000.0,190990.0,1,Y2,0.007518796992481203
235,485000.0,97000.0,5000.0,173410.0,1,Y2,0.05154639175257732
236,342000.0,68000.0,500.0,194390.0,1,Y2,0.007352941176470588
237,415000.0,83000.0,5000.0,197360.0,1,Y2,0.060240963855421686
238,452000.0,90000.0,1000.0,227100.0,1,Y2,0.011111111111111112
239,596000.0,119000.0,5000.0,202340.0,1,Y2,0.04201680672268908
240,486000.0,97000.0,1000.0,217110.0,1,Y2,0.010309278350515464
241,280000.0,56000.0,5000.0,205510.0,1,Y2,0.08928571428571429
242,525000.0,105000.0,1000.0,187990.0,1,Y2,0.009523809523809525
243,456000.0,91000.0,5000.0,195840.0,1,Y2,0.054945054945054944
244,267000.0,53000.0,500.0,214200.0,1,Y2,0.009433962264150943
245,408000.0,82000.0,5000.0,183100.0,1,Y2,0.06097560975609756
246,304000.0,61000.0,1000.0,194100.0,1,Y2,0.01639344262295082
247,468000.0,94000.0,1000.0,207110.0,1,Y2,0.010638297872340425
248,422000.0,84000.0,500.0,233580.0,1,Y2,0.005952380952380952
249,385000.0,77000.0,5000.0,190650.0,1,Y2,0.06493506493506493
250,344000.0,69000.0,1000.0,208400.0,1,Y2,0.014492753623188406
251,489000.0,98000.0,1000.0,201760.0,1,Y2,0.01020408163265306
252,450000.0,90000.0,5000.0,213070.0,1,Y2,0.05555555555555555
253,459000.0,92000.0,2000.0,211460.0,1,Y2,0.021739130434782608
254,579000.0,116000.0,1000.0,184860.0,1,Y2,0.008620689655172414
255,239000.0,48000.0,1000.0,192030.0,1,Y2,0.020833333333333332
256,404000.0,81000.0,5000.0,179680.0,1,Y2,0.06172839506172839
257,509000.0,102000.0,5000.0,208210.0,1,Y2,0.049019607843137254
258,395000.0,79000.0,1000.0,190210.0,1,Y2,0.012658227848101266
259,524000.0,105000.0,5000.0,182790.0,1,Y2,0.047619047619047616
260,423000.0,85000.0,1000.0,213660.0,1,Y2,0.011764705882352941
261,213000.0,43000.0,2000.0,212340.0,1,Y2,0.046511627906976744
262,358000.0,72000.0,500.0,224640.0,1,Y2,0.006944444444444444
263,455000.0,91000.0,5000.0,189810.0,1,Y2,0.054945054945054944
264,394000.0,79000.0,5000.0,204540.0,1,Y2,0.06329113924050633
265,205000.0,41000.0,5000.0,203400.0,1,Y2,0.12195121951219512
266,270000.0,54000.0,5000.0,190150.0,1,Y2,0.09259259259259259
267,515000.0,103000.0,500.0,182470.0,1,Y2,0.0048543689320388345
268,523000.0,105000.0,5000.0,200290.0,1,Y2,0.047619047619047616
269,704000.0,141000.0,500.0,161880.0,1,Y2,0.0035460992907801418
270,319000.0,64000.0,1000.0,189540.0,1,Y2,0.015625
271,502000.0,100000.0,500.0,180470.0,1,Y2,0.005
272,578000.0,116000.0,2000.0,191050.0,1,Y2,0.017241379310344827
273,418000.0,84000.0,5000.0,187950.0,1,Y2,0.05952380952380952
274,335000.0,67000.0,2000.0,211070.0,1,Y2,0.029850746268656716
275,210000.0,42000.0,2000.0,191610.0,1,Y2,0.047619047619047616
276,53000.0,11000.0,5000.0,183560.0,1,Y2,0.45454545454545453
277,620000.0,124000.0,5000.0,212500.0,1,Y2,0.04032258064516129
278,561000.0,112000.0,1000.0,212330.0,1,Y2,0.008928571428571428
279,522000.0,104000.0,500.0,198470.0,1,Y2,0.004807692307692308
280,350000.0,70000.0,500.0,205630.0,1,Y2,0.007142857142857143
281,567000.0,113000.0,500.0,183090.0,1,Y2,0.004424778761061947
282,669000.0,134000.0,2000.0,191530.0,1,Y2,0.014925373134328358
283,251000.0,50000.0,2000.0,203130.0,1,Y2,0.04
284,348000.0,70000.0,1000.0,175640.0,1,Y2,0.014285714285714285
285,306000.0,61000.0,500.0,221230.0,1,Y2,0.00819672131147541
286,314000.0,63000.0,5000.0,210360.0,1,Y2,0.07936507936507936
287,272000.0,54000.0,500.0,188500.0,1,Y2,0.009259259259259259
288,424000.0,85000.0,1000.0,214210.0,1,Y2,0.011764705882352941
289,334000.0,67000.0,2000.0,193420.0,1,Y2,0.029850746268656716
290,347000.0,69000.0,1000.0,182780.0,1,Y2,0.014492753623188406
291,304000.0,61000.0,5000.0,202300.0,1,Y2,0.08196721311475409
292,549000.0,110000.0,5000.0,177090.0,1,Y2,0.045454545454545456
293,378000.0,76000.0,1000.0,203330.0,1,Y2,0.013157894736842105
294,257000.0,51000.0,5000.0,202880.0,1,Y2,0.09803921568627451
295,453000.0,91000.0,5000.0,214700.0,1,Y2,0.054945054945054944
296,347000.0,69000.0,5000.0,200470.0,1,Y2,0.07246376811594203
297,508000.0,102000.0,2000.0,211000.0,1,Y2,0.0196078431372549
298,263000.0,53000.0,2000.0,176050.0,1,Y2,0.03773584905660377
299,673000.0,135000.0,500.0,194670.0,1,Y2,0.003703703703703704
300,675000.0,135000.0,500.0,188430.0,1,Y2,0.003703703703703704
301,517000.0,103000.0,5000.0,221550.0,1,Y2,0.04854368932038835
302,543000.0,109000.0,1000.0,205220.0,1,Y2,0.009174311926605505
303,412000.0,82000.0,1000.0,232680.0,1,Y2,0.012195121951219513
304,461000.0,92000.0,5000.0,207670.0,1,Y2,0.05434782608695652
305,662000.0,132000.0,2000.0,202370.0,1,Y2,0.015151515151515152
306,609000.0,122000.0,500.0,203980.0,1,Y2,0.004098360655737705
307,462000.0,92000.0,5000.0,200730.0,1,Y2,0.05434782608695652
308,535000.0,107000.0,1000.0,185960.0,1,Y2,0.009345794392523364
309,730000.0,146000.0,2000.0,212570.0,1,Y2,0.0136986301369863
310,358000.0,72000.0,5000.0,202900.0,1,Y2,0.06944444444444445
311,300000.0,60000.0,1000.0,220780.0,1,Y2,0.016666666666666666
312,393000.0,79000.0,1000.0,217490.0,1,Y2,0.012658227848101266
313,432000.0,86000.0,2000.0,179280.0,1,Y2,0.023255813953488372
314,325000.0,65000.0,500.0,199730.0,1,Y2,0.007692307692307693
315,259000.0,52000.0,500.0,193220.0,1,Y2,0.009615384615384616
316,693000.0,139000.0,1000.0,202410.0,1,Y2,0.007194244604316547
317,421000.0,84000.0,1000.0,219630.0,1,Y2,0.011904761904761904
318,339000.0,68000.0,5000.0,190870.0,1,Y2,0.07352941176470588
319,457000.0,91000.0,5000.0,182180.0,1,Y2,0.054945054945054944
320,447000.0,89000.0,5000.0,195770.0,1,Y2,0.056179775280898875
321,418000.0,84000.0,5000.0,206920.0,1,Y2,0.05952380952380952
322,324000.0,65000.0,2000.0,211360.0,1,Y2,0.03076923076923077
323,589000.0,118000.0,1000.0,222250.0,1,Y2,0.00847457627118644
324,445000.0,89000.0,1000.0,196910.0,1,Y2,0.011235955056179775
325,382000.0,76000.0,500.0,173630.0,1,Y2,0.006578947368421052
326,417000.0,83000.0,1000.0,234420.0,1,Y2,0.012048192771084338
327,645000.0,129000.0,500.0,189100.0,1,Y2,0.003875968992248062
328,316000.0,63000.0,5000.0,159960.0,1,Y2,0.07936507936507936
329,335000.0,67000.0,5000.0,190390.0,1,Y2,0.07462686567164178
330,430000.0,86000.0,5000.0,227010.0,1,Y2,0.05813953488372093
331,244000.0,49000.0,5000.0,196840.0,1,Y2,0.10204081632653061
332,448000.0,90000.0,5000.0,179450.0,1,Y2,0.05555555555555555
333,553000.0,111000.0,2000.0,183480.0,1,Y2,0.018018018018018018
334,468000.0,94000.0,1000.0,202100.0,1,Y2,0.010638297872340425
335,395000.0,79000.0,500.0,210820.0,1,Y2,0.006329113924050633
336,501000.0,100000.0,500.0,222790.0,1,Y2,0.005
337,689000.0,138000.0,1000.0,214420.0,1,Y2,0.007246376811594203
338,653000.0,131000.0,500.0,192820.0,1,Y2,0.003816793893129771
339,668000.0,134000.0,500.0,203830.0,1,Y2,0.0037313432835820895
340,211000.0,42000.0,500.0,206160.0,1,Y2,0.011904761904761904
341,374000.0,75000.0,5000.0,195500.0,1,Y2,0.06666666666666667
342,521000.0,104000.0,1000.0,206760.0,1,Y2,0.009615384615384616
343,724000.0,145000.0,2000.0,201820.0,1,Y2,0.013793103448275862
344,781000.0,156000.0,500.0,201820.0,1,Y2,0.003205128205128205
345,736000.0,147000.0,2000.0,217570.0,1,Y2,0.013605442176870748
346,476000.0,95000.0,5000.0,216610.0,1,Y2,0.05263157894736842
347,463000.0,93000.0,2000.0,190820.0,1,Y2,0.021505376344086023
348,244000.0,49000.0,5000.0,227000.0,1,Y2,0.10204081632653061
349,647000.0,129000.0,5000.0,200290.0,1,Y2,0.03875968992248062
350,324000.0,65000.0,2000.0,200410.0,1,Y2,0.03076923076923077
351,406000.0,81000.0,1000.0,181550.0,1,Y2,0.012345679012345678
352,261000.0,52000.0,500.0,209270.0,1,Y2,0.009615384615384616
353,309000.0,62000.0,5000.0,195180.0,1,Y2,0.08064516129032258
354,488000.0,98000.0,1000.0,206110.0,1,Y2,0.01020408163265306
355,436000.0,87000.0,5000.0,199870.0,1,Y2,0.05747126436781609
356,474000.0,95000.0,1000.0,203400.0,1,Y2,0.010526315789473684
357,275000.0,55000.0,1000.0,194190.0,1,Y2,0.01818181818181818
358,541000.0,108000.0,5000.0,190370.0,1,Y2,0.046296296296296294
359,432000.0,86000.0,2000.0,197140.0,1,Y2,0.023255813953488372
360,281000.0,56000.0,500.0,204360.0,1,Y2,0.008928571428571428
361,490000.0,98000.0,2000.0,189590.0,1,Y2,0.02040816326530612
362,472000.0,94000.0,2000.0,204560.0,1,Y2,0.02127659574468085
363,511000.0,102000.0,5000.0,172050.0,1,Y2,0.049019607843137254
364,370000.0,74000.0,5000.0,199950.0,1,Y2,0.06756756756756757
365,418000.0,84000.0,500.0,198520.0,1,Y2,0.005952380952380952
366,312000.0,62000.0,2000.0,198440.0,1,Y2,0.03225806451612903
367,576000.0,115000.0,500.0,202460.0,1,Y2,0.004347826086956522
368,289000.0,58000.0,500.0,194460.0,1,Y2,0.008620689655172414
369,537000.0,107000.0,5000.0,190230.0,1,Y2,0.04672897196261682
370,573000.0,115000.0,2000.0,182550.0,1,Y2,0.017391304347826087
371,436000.0,87000.0,5000.0,196210.0,1,Y2,0.05747126436781609
372,593000.0,119000.0,5000.0,221430.0,1,Y2,0.04201680672268908
373,418000.0,84000.0,5000.0,200000.0,1,Y2,0.05952380952380952
374,397000.0,79000.0,500.0,187360.0,1,Y2,0.006329113924050633
375,437000.0,87000.0,1000.0,192310.0,1,Y2,0.011494252873563218
376,607000.0,121000.0,5000.0,205940.0,1,Y2,0.04132231404958678
377,219000.0,44000.0,500.0,212380.0,1,Y2,0.011363636363636364
378,502000.0,100000.0,5000.0,193570.0,1,Y2,0.05
379,490000.0,98000.0,500.0,185430.0,1,Y2,0.00510204081632653
380,420000.0,84000.0,5000.0,189920.0,1,Y2,0.05952380952380952
